Rank, H1B Visa Sponsor, Job Title, Number of LCA  *, Average Salary
211,Tek Signature,Business Analyst,8,"$60,625 "
162,Technumen,Qa Analyst,3,"$60,629 "
184,Accenz,Programmer Analyst,62,"$60,634 "
38,Iplanner,Computer Systems Analyst,36,"$60,641 "
162,Whiz It Solutions,Business Analyst,10,"$60,662 "
177,Pyramid Consulting,Java Developer,3,"$60,667 "
182,South Texas Merchants Association Cooperative,Data Analyst,2,"$60,674 "
53,Aqua Information Systems,Systems Analyst,37,"$60,675 "
37,Shinewell Technologies,Application Developer,6,"$60,688 "
83,Edge It,Programmer Analyst,97,"$60,697 "
194,Arcus Technologies Dba Kat Tech Systems,Software Engineer,22,"$60,726 "
87,Avant Systems,Systems Analyst,28,"$60,732 "
14,Worldscape,Computer Programmer Analyst,43,"$60,735 "
84,Business Pointers,Computer Programmer,23,"$60,739 "
212,Indus Group,Computer Systems Analyst,6,"$60,747 "
2,Lenmar Consulting,Developer,62,"$60,747 "
114,Astir Technologies,Qa Analyst,4,"$60,750 "
89,Microinfo,Systems Analyst,27,"$60,756 "
108,Worldwide Distribution Systems Usa,Computer Systems Analyst,13,"$60,766 "
92,Idril Services,Computer Programmer,20,"$60,771 "
57,Friendly Consultants,Qa Analyst,7,"$60,786 "
60,Sigma Software,Systems Analyst,35,"$60,788 "
13,Canvas Infotech,Qa Analyst,18,"$60,805 "
180,Quest It Solutions,Programmer Analyst,63,"$60,810 "
5,Synerzy Software Solutions,Programmer/Analyst,64,"$60,810 "
66,Smallarc,Computer Programmer,27,"$60,815 "
167,Aruna Info,Computer Systems Analyst,8,"$60,825 "
24,Triesten Technologies,Qa Analyst,12,"$60,833 "
42,Nixsol,Computer Programmer,39,"$60,846 "
34,Info Way Solutions,Computer Programmer,43,"$60,851 "
130,Value Software Products,Computer Programmer,14,"$60,857 "
16,Maxima Consulting,Programmer/Analyst,22,"$60,864 "
213,Zaspar Technologies,Computer Programmer,8,"$60,875 "
166,International Software Systems,Programmer Analyst,66,"$60,891 "
18,S4 Global Technologies,Computer Systems Analyst,60,"$60,898 "
181,Vsquare Infotech,Data Analyst,2,"$60,899 "
161,Sourceinfotech,Business Analyst,10,"$60,900 "
50,Value Consulting,Computer Programmer,33,"$60,909 "
180,Apex Technology Systems,Computer Programmer,10,"$60,928 "
84,Icf,Programmer/Analyst,3,"$60,930 "
141,Surya Systems,Computer Programmer,13,"$60,943 "
153,Creative Information Technology,Computer Programmer,12,"$60,962 "
75,Shinewell Technologies,Business Analyst,19,"$60,974 "
157,Business Intelli Solutions,Application Developer,2,"$60,986 "
158,Braven Technologies,Software Engineer,28,"$60,992 "
213,Virtuoso Technologies,Software Engineer,20,"$61,000 "
48,Usr Systems,Software Developer,43,"$61,000 "
209,Techtheme Solutions,Systems Analyst,10,"$61,000 "
129,Insyst,Computer Programmer,14,"$61,000 "
212,Systemart,Computer Programmer,8,"$61,000 "
16,Lucent It Solutions,Business Analyst,54,"$61,000 "
108,Key Business Solutions,Database Administrator,6,"$61,000 "
137,Implify,Database Administrator,5,"$61,000 "
187,Value Consulting,Database Administrator,4,"$61,000 "
187,Realsoft Technologies,Database Administrator,4,"$61,000 "
125,Itvision,Computer Programmer Analyst,2,"$61,000 "
191,Incept Data Solutions,Computer Programmer Analyst,1,"$61,000 "
99,Fusionsoft Technologies,Java Developer,5,"$61,000 "
89,Value Consulting,Application Developer,3,"$61,000 "
113,"Thirthasoft,",Qa Analyst,4,"$61,000 "
90,K-Tek Resourcing,Data Analyst,3,"$61,000 "
90,Relycom,Data Analyst,3,"$61,000 "
90,Glaman Tech,Data Analyst,3,"$61,000 "
178,Mannatech,Data Analyst,2,"$61,000 "
178,Cedent Consulting,Data Analyst,2,"$61,000 "
178,Atri Softech,Data Analyst,2,"$61,000 "
167,Immidi Infotech,Computer Programmer,11,"$61,004 "
87,Prelude Systems,Computer Systems Analyst,16,"$61,016 "
190,Central California Foundation For Health,Computer Programmer Analyst,1,"$61,027 "
7,Compunnel Software Group,Business Analyst,96,"$61,030 "
185,Microinfo It,Software Engineer,23,"$61,043 "
50,Bell Info Solutions,Database Administrator,11,"$61,045 "
33,Concept Software & Services,Computer Programmer,44,"$61,052 "
148,Lilax Technologies,Systems Analyst,15,"$61,067 "
60,Software Bots,Computer Programmer Analyst,7,"$61,081 "
36,Excel. Est,Computer Systems Analyst,38,"$61,088 "
36,Cloud Source,Computer Programmer,42,"$61,094 "
190,Infopro,Computer Programmer,9,"$61,111 "
32,Northstar Group,Programmer Analyst,161,"$61,121 "
87,Argha Services,Computer Programmer,21,"$61,143 "
177,Tek Services,Data Analyst,2,"$61,152 "
140,Pcb Apps,Computer Programmer,13,"$61,154 "
52,Hexaware Technologies,Computer Programmer Analyst,10,"$61,159 "
33,Pearlsoft Solutions,Computer Programmer Analyst,18,"$61,161 "
46,Svv Infotech,Programmer Analyst,135,"$61,209 "
24,Iblesoft,Programmer Analyst,172,"$61,222 "
144,Hill Holliday,Programmer/Analyst,2,"$61,250 "
23,Logic Planet Cs,Programmer Analyst,174,"$61,253 "
184,Sunray Enterprise,Software Engineer,23,"$61,254 "
64,Marvelltech,Software Engineer,55,"$61,265 "
67,Global It,Database Administrator,9,"$61,278 "
18,Smart Source Usa,Computer Programmer,63,"$61,284 "
174,Softova,Programmer Analyst,64,"$61,292 "
75,Technical Strategies,Software Test Engineer,2,"$61,300 "
101,Antra,Computer Programmer,18,"$61,307 "
120,Saturn Infotech,Business Analyst,13,"$61,308 "
158,Bizintex,Software Developer,19,"$61,316 "
20,Gateway Group Technologies,Programmer Analyst,182,"$61,325 "
96,Unicorn Technologies,Computer Systems Analyst,15,"$61,333 "
176,"Arcean,",Java Developer,3,"$61,333 "
67,Rsm Technology Solutions,Qa Analyst,6,"$61,333 "
67,Human Resource And Knowledge,Qa Analyst,6,"$61,333 "
8,Genome International,Programmer/Analyst,59,"$61,356 "
23,Only It Consulting,Systems Analyst,70,"$61,357 "
49,Lorsiv Technologies,Database Administrator,11,"$61,364 "
27,Mavrick Software And Telecom Services,Computer Programmer Analyst,22,"$61,364 "
20,Zusys,Systems Analyst,79,"$61,380 "
48,Softima,Computer Programmer,34,"$61,382 "
185,International Software Systems,Business Analyst,9,"$61,395 "
79,Dsys,Systems Analyst,29,"$61,401 "
83,Advantage It,Computer Programmer,23,"$61,405 "
31,California Creative Solutions,Programmer/Analyst,11,"$61,409 "
109,Alpha Clinical Systems,Programmer Analyst,84,"$61,423 "
19,United It Solutions,Systems Analyst,82,"$61,423 "
73,Sunrise Infotek,Computer Systems Analyst,20,"$61,427 "
113,Prodware Solutions,Software Developer,25,"$61,440 "
18,X-Ede It Solutions,Computer Programmer Analyst,34,"$61,471 "
95,Palvai Global Services,Programmer Analyst,91,"$61,476 "
82,Sgs Technologie,Computer Systems Analyst,17,"$61,477 "
137,Kr Elixir,Software Engineer,32,"$61,481 "
23,Orpine,Qa Analyst,12,"$61,496 "
58,Slri Solutions,Business Analyst,22,"$61,500 "
210,Keymouz Technologies,Business Analyst,8,"$61,500 "
136,Sai Strategic Solutions,Database Administrator,5,"$61,500 "
186,Tekcommands,Database Administrator,4,"$61,500 "
143,Fcb Worldwide,Programmer/Analyst,2,"$61,500 "
112,P3 Geeks,Qa Analyst,4,"$61,500 "
176,International Technologies Pro,Data Analyst,2,"$61,500 "
208,Tech Profy,Systems Analyst,10,"$61,517 "
189,Globalpoint,Computer Programmer Analyst,1,"$61,527 "
23,Precision Technologies,Business Analyst,41,"$61,541 "
139,Classroom Support Services,Systems Analyst,16,"$61,545 "
199,Arcus Technologies Dba Kat Tech Systems,Systems Analyst,11,"$61,552 "
21,Margin5 Solutions,Database Administrator,20,"$61,575 "
77,Zillion Technologies,Computer Programmer,24,"$61,584 "
108,Ramsai Software Solutions,Programmer Analyst,84,"$61,600 "
30,Prominent It Solutions,Application Developer,7,"$61,611 "
158,Shubh Solutions,Programmer Analyst,68,"$61,618 "
53,Axis Tech,Data Analyst,4,"$61,625 "
106,Techminds Group,Programmer Analyst,86,"$61,628 "
185,Sarayu Consultants,Database Administrator,4,"$61,640 "
198,Hindsight Software Solutions,Systems Analyst,11,"$61,647 "
97,Erp Analysts,Business Analyst,15,"$61,662 "
4,Triesten Technologies,Programmer/Analyst,72,"$61,667 "
161,United Software Group,Qa Analyst,3,"$61,667 "
211,Flatmind Technologies,Computer Systems Analyst,6,"$61,701 "
65,Aplomb Technologies,Programmer Analyst,109,"$61,708 "
179,V Tek Solutions,Computer Programmer,10,"$61,750 "
52,Vista Applied Solutions Group,Programmer Analyst,129,"$61,760 "
78,Clairvoyant Technosolutions,Database Administrator,8,"$61,763 "
4,Bell Info Solutions,Data Analyst,23,"$61,796 "
207,Ang Infotech,Systems Analyst,10,"$61,797 "
36,Trustees Of The University Of Pennsylvania,Application Developer,6,"$61,802 "
27,Imetris,Systems Analyst,63,"$61,810 "
175,Columbia University,Data Analyst,2,"$61,829 "
209,Oberon It,Business Analyst,8,"$61,839 "
197,Cloud Source,Systems Analyst,11,"$61,844 "
32,Cyient,Senior Software Engineer,27,"$61,871 "
208,Tenazx,Business Analyst,8,"$61,875 "
44,Suntechpros,Qa Analyst,8,"$61,875 "
28,Aqua Information Systems,Computer Programmer,48,"$61,883 "
156,Tenazx,Systems Analyst,14,"$61,886 "
100,Sky Solutions,Computer Programmer,18,"$61,889 "
48,Bell Systems,Computer Systems Analyst,27,"$61,909 "
122,Lilax Technologies,Computer Systems Analyst,11,"$61,909 "
173,Geonine,Systems Analyst,13,"$61,920 "
166,Axis Technology Solutions,Computer Systems Analyst,8,"$61,925 "
131,Virtuoso Technologies,Business Analyst,12,"$61,927 "
141,Solgenie Technologies,Software Engineer,31,"$61,935 "
63,Inbiz Concepts,Computer Programmer,28,"$61,938 "
160,Ellianse,Business Analyst,10,"$61,940 "
37,Adept Scripts,Systems Analyst,46,"$61,943 "
225,Sphinix Network Solutions,Systems Analyst,9,"$61,945 "
70,E-Train Erp,Computer Programmer,25,"$61,960 "
206,Nettlinx,Systems Analyst,10,"$61,970 "
194,Core It Solutions,Programmer Analyst,59,"$62,000 "
224,Vrn Jobs,Systems Analyst,9,"$62,000 "
159,Renowned,Business Analyst,10,"$62,000 "
183,Allied It Consultancy,Database Administrator,4,"$62,000 "
183,Software Programming Group,Database Administrator,4,"$62,000 "
187,Geolanta Technologies,Computer Programmer Analyst,1,"$62,000 "
187,Usm Business Systems,Computer Programmer Analyst,1,"$62,000 "
142,Great Lakes Behavioral Research Institute,Programmer/Analyst,2,"$62,000 "
187,Vrn Jobs,Software Test Engineer,1,"$62,000 "
28,Berg,Data Analyst,6,"$62,000 "
172,Renowned,Data Analyst,2,"$62,000 "
172,Seo Towncenter,Data Analyst,2,"$62,000 "
172,Randstad General Partner (Us),Data Analyst,2,"$62,000 "
12,Erp Analysts,Qa Analyst,18,"$62,002 "
119,Lucid Technologies,Business Analyst,13,"$62,005 "
147,Conation Consulting Services,Systems Analyst,15,"$62,009 "
130,Arcus Technologies Dba Kat Tech Systems,Programmer Analyst,76,"$62,020 "
172,E-Nexus,Systems Analyst,13,"$62,023 "
219,Crom Technology,Programmer Analyst,54,"$62,037 "
118,Wise Equation Solutions,Business Analyst,13,"$62,038 "
128,Heights Global It Service,Computer Programmer,14,"$62,039 "
29,Kee Technologies Group,Qa Analyst,10,"$62,039 "
115,Vaktech,Programmer Analyst,82,"$62,040 "
156,Softcorp International,Application Developer,2,"$62,063 "
57,Trinamix,Computer Programmer,30,"$62,067 "
3,Hexaware Technologies,Computer Programmer,661,"$62,069 "
5,Reliable Software Resources,Programmer Analyst,464,"$62,078 "
135,Genuineit,Database Administrator,5,"$62,080 "
139,Logic Soft,Programmer Analyst,73,"$62,086 "
153,Premier It Solutions,Programmer Analyst,69,"$62,087 "
13,Silicon Staff It Services,Computer Systems Analyst,71,"$62,100 "
30,Pyramid Technology Solutions,Business Analyst,34,"$62,105 "
59,Polaris Consulting And Services,Programmer Analyst,118,"$62,107 "
53,Heights Global It Service,Computer Systems Analyst,25,"$62,122 "
37,Fidelis Software Solutions,Computer Systems Analyst,37,"$62,135 "
34,Lera Technologies,Software Developer,51,"$62,139 "
81,Globaltek Systems,Business Analyst,18,"$62,139 "
114,Virtuoso Technologies,Computer Systems Analyst,12,"$62,140 "
4,Avani Technology Solutions,Computer Systems Analyst,138,"$62,168 "
123,Nic Info Tek,Programmer Analyst,80,"$62,174 "
79,Eteam Solutions,Computer Systems Analyst,18,"$62,174 "
205,Gannu Software,Systems Analyst,10,"$62,200 "
8,3i Infotech,Programmer Analyst,367,"$62,213 "
116,Doli Systems,Systems Analyst,21,"$62,219 "
107,Galaxy Software Solutions,Database Administrator,6,"$62,223 "
165,Varnar,Programmer Analyst,66,"$62,226 "
157,Slk America,Software Developer,19,"$62,233 "
171,New York Technology Partners,Data Analyst,2,"$62,250 "
35,Northstar Technologies,Systems Analyst,47,"$62,255 "
30,It America,Computer Programmer,46,"$62,265 "
211,R & R Systems,Computer Programmer,8,"$62,304 "
85,Vedicsoft Solutions,Business Analyst,17,"$62,312 "
90,Kpit Infosystems,Software Engineer,44,"$62,320 "
56,"Collabera,",Qa Analyst,7,"$62,320 "
56,First Data Technologies,Application Developer,4,"$62,325 "
50,Yes Hardsoft Solutions,Systems Analyst,38,"$62,330 "
67,Mansai,Systems Analyst,33,"$62,330 "
127,Avco Consulting,Systems Analyst,19,"$62,332 "
99,Anid Infosoft,Computer Programmer Analyst,3,"$62,333 "
88,Dmi Big Data Insights,Application Developer,3,"$62,333 "
160,Chocho123,Qa Analyst,3,"$62,333 "
82,Cyma Systems,Programmer Analyst,97,"$62,349 "
213,Qison,Programmer Analyst,55,"$62,349 "
52,Collaborate Solutions,Data Analyst,4,"$62,353 "
39,Econtenti,Programmer Analyst,149,"$62,356 "
60,Zume It,Computer Systems Analyst,23,"$62,373 "
207,Tekenergy,Business Analyst,8,"$62,375 "
96,Global Data Mart,Business Analyst,15,"$62,400 "
206,Altomni Corp,Business Analyst,8,"$62,400 "
150,Ezenius,Computer Systems Analyst,9,"$62,400 "
108,Cmc Americas,Developer,2,"$62,400 "
182,Ezenius,Database Administrator,4,"$62,400 "
98,Ezenius,Computer Programmer Analyst,3,"$62,400 "
186,Sell By Eway,Computer Programmer Analyst,1,"$62,400 "
186,Primus Diagnostics,Software Test Engineer,1,"$62,400 "
17,Revision Technologies,Computer Programmer,68,"$62,407 "
2,Niche Software Solutions,Qa Analyst,73,"$62,425 "
75,Damian Consulting,Systems Analyst,30,"$62,430 "
133,Novelty Infotech,Systems Analyst,17,"$62,440 "
43,Fog To Cloud Technologies,Computer Programmer Analyst,13,"$62,446 "
196,Yasme Soft,Systems Analyst,11,"$62,455 "
97,Insyst,Computer Programmer Analyst,3,"$62,455 "
72,Captevo,Computer Systems Analyst,20,"$62,458 "
158,Cyma Systems,Business Analyst,10,"$62,460 "
171,Accel International,Systems Analyst,13,"$62,477 "
62,Strategic Staffing It,Computer Programmer,28,"$62,479 "
159,Tekwissen,Qa Analyst,3,"$62,487 "
13,Vastika,Application Developer,13,"$62,488 "
99,Malvi Systems,Computer Programmer,18,"$62,500 "
132,Valsoft Services,Computer Systems Analyst,10,"$62,500 "
210,Softima,Computer Systems Analyst,6,"$62,500 "
107,Nqueue Billback,Developer,2,"$62,500 "
77,Ab Star Group,Database Administrator,8,"$62,500 "
106,Ust Global,Database Administrator,6,"$62,500 "
181,Epsoft Technologies,Database Administrator,4,"$62,500 "
96,Global Computer Architects,Computer Programmer Analyst,3,"$62,500 "
155,Unicorn Technologies,Application Developer,2,"$62,500 "
66,Amensys,Qa Analyst,6,"$62,500 "
170,"Yeti Technologies, Dba",Data Analyst,2,"$62,500 "
76,Active Enterprise Solutions,Database Administrator,8,"$62,520 "
80,Kpit Infosystems,Software Engineer,47,"$62,531 "
158,Kronsys,Qa Analyst,3,"$62,540 "
127,Sumas,Computer Programmer,14,"$62,543 "
36,Qverge LLC,Qa Analyst,9,"$62,549 "
14,Akvarr,Business Analyst,64,"$62,552 "
111,Pyramid Technology Solutions,Qa Analyst,4,"$62,555 "
223,Andhus Technologies,Systems Analyst,9,"$62,556 "
47,Grenza,Computer Systems Analyst,27,"$62,566 "
81,Heights Global It Service,Computer Systems Analyst,17,"$62,566 "
95,Stiaos Technologies,Computer Systems Analyst,15,"$62,566 "
178,Jsm Consulting,Computer Programmer,10,"$62,583 "
74,Lera Technologies,Software Engineer,50,"$62,600 "
31,Software Global,Systems Analyst,56,"$62,605 "
89,Plymouth Rock Assurance,Data Analyst,3,"$62,621 "
43,Maven Companies,Qa Analyst,8,"$62,625 "
166,Ezenius,Computer Programmer,11,"$62,636 "
105,Wave Era,Database Administrator,6,"$62,641 "
126,Magnus Technology Solutions,Computer Programmer,14,"$62,643 "
193,Proficient Business Systems,Programmer Analyst,59,"$62,660 "
55,Genesis Techsystems,Computer Programmer,31,"$62,661 "
184,American Tech Vision Solutions,Business Analyst,9,"$62,667 "
209,Soothsayer Analytics,Computer Systems Analyst,6,"$62,667 "
104,Trisync Technologies,Database Administrator,6,"$62,667 "
186,Dr Technologies,Programmer Analyst,60,"$62,683 "
106,Acumen Solutions,Developer,2,"$62,690 "
185,Damian Consulting,Programmer Analyst,60,"$62,709 "
23,Silicon Tech Solutions,Developer,7,"$62,714 "
141,Transunion,Programmer/Analyst,2,"$62,727 "
77,Spectrum Logix,Software Engineer,48,"$62,728 "
161,Clairvoyant Technosolutions,Programmer Analyst,67,"$62,731 "
26,Quantum Integrators Group,Systems Analyst,65,"$62,742 "
179,Sysintelli,Programmer Analyst,63,"$62,746 "
95,First Tek,Computer Programmer Analyst,3,"$62,762 "
177,Techizee,Computer Programmer,10,"$62,768 "
22,Genuineit,Computer Systems Analyst,47,"$62,775 "
208,Teradyne Infotech,Computer Systems Analyst,6,"$62,775 "
222,Infoshire,Systems Analyst,9,"$62,778 "
157,Ab Star Group,Business Analyst,10,"$62,781 "
6,Birlasoft,Software Engineer,467,"$62,791 "
31,Nic Info Tek,Computer Systems Analyst,40,"$62,797 "
118,Vquest Technologies,Computer Programmer,15,"$62,800 "
38,Expedent,Data Analyst,5,"$62,800 "
110,Eifer Software Solutions,Systems Analyst,22,"$62,818 "
146,Lucent It Solutions,Software Engineer,30,"$62,833 "
113,Eximius Systems,Computer Systems Analyst,12,"$62,833 "
27,Pvr America,Computer Systems Analyst,42,"$62,841 "
30,I28 Technologies,Programmer Analyst,162,"$62,845 "
170,Skillsight,Systems Analyst,13,"$62,846 "
117,Computek Soulutions,Business Analyst,13,"$62,846 "
182,American It Source,Computer Systems Analyst,7,"$62,857 "
81,Ealearn,Programmer Analyst,97,"$62,876 "
115,Nu Info Systems,Systems Analyst,21,"$62,879 "
104,Tekcommands,Software Developer,27,"$62,893 "
157,Aptek Solutions,Qa Analyst,3,"$62,901 "
55,Applab Systems,Programmer Analyst,122,"$62,906 "
63,Venturesoft Global,Programmer Analyst,113,"$62,975 "
25,Infosytech Solutions,Computer Systems Analyst,45,"$62,988 "
225,Expedent,Software Developer,14,"$63,000 "
70,Morlogic,Systems Analyst,32,"$63,000 "
195,Mobilize,Systems Analyst,11,"$63,000 "
61,City Gurus,Computer Programmer,29,"$63,000 "
210,Delta System & Software,Computer Programmer,8,"$63,000 "
107,Axis Technology Solutions Inc,Computer Systems Analyst,13,"$63,000 "
181,Magnus Technology Solutions,Computer Systems Analyst,7,"$63,000 "
180,Technocrafts,Database Administrator,4,"$63,000 "
185,Evoq Medical,Computer Programmer Analyst,1,"$63,000 "
154,Excelgens,Application Developer,2,"$63,000 "
85,Stiaos Technologies,Qa Analyst,5,"$63,000 "
185,Prometric,Software Test Engineer,1,"$63,000 "
168,Carter Enterprises,Data Analyst,2,"$63,000 "
168,Vigilant Technologies,Data Analyst,2,"$63,000 "
207,Fatpipe Technologies,Programmer Analyst,56,"$63,006 "
134,Apps Technology,Database Administrator,5,"$63,025 "
3,Gss Infotech Ct,Qa Analyst,59,"$63,025 "
177,Swift Technologies,Software Developer,17,"$63,053 "
93,Ilogic,Systems Analyst,26,"$63,057 "
107,Infomerica,Programmer Analyst,85,"$63,067 "
32,Tek Leaders,Java Developer,13,"$63,073 "
139,Alliance Information Technology And Computer Software Solutions,Computer Programmer,13,"$63,076 "
206,Ameex Technologies,Programmer Analyst,56,"$63,092 "
