Rank,H1B Visa Sponsor,Job Title,Number of LCA,Average Salary
210,Child Mind Institute,Data Analyst,2,"$52,440 "
159,Solid Rock Asset Management,Programmer/Analyst,2,"$52,500 "
158,Hi Q Trading Service,Programmer/Analyst,2,"$53,600 "
138,Jeld-Wen,Computer Programmer Analyst,2,"$53,825 "
208,"Jewish Board Of Family And Children's Services, In",Data Analyst,2,"$53,893 "
136,Turing Info Solutions,Computer Programmer Analyst,2,"$54,038 "
207,Namei Group,Data Analyst,2,"$54,080 "
165,Iten Consulting,Application Developer,2,"$54,500 "
113,Needa Technologies,Developer,2,"$54,800 "
164,Marketlink,Application Developer,2,"$54,873 "
156,Mariner Investment Group,Programmer/Analyst,2,"$55,000 "
156,Starcom Worldwide,Programmer/Analyst,2,"$55,000 "
204,Texas Southern University,Data Analyst,2,"$55,000 "
133,Logic House,Computer Programmer Analyst,2,"$55,141 "
203,Ames It And Numeric Solutions,Data Analyst,2,"$56,000 "
155,Kroll Associates,Programmer/Analyst,2,"$56,056 "
202,Peopleaxis,Data Analyst,2,"$56,285 "
112,Skymax Industries,Developer,2,"$56,500 "
154,Citco Fund Services (Usa),Programmer/Analyst,2,"$57,500 "
79,Vensai Technologies,Software Test Engineer,2,"$57,500 "
163,Aon Service,Application Developer,2,"$58,282 "
198,Finovera,Data Analyst,2,"$58,344 "
197,Pan Oceanic Chartering,Data Analyst,2,"$58,500 "
152,Spring 11,Programmer/Analyst,2,"$58,594 "
151,Wilshire Associates,Programmer/Analyst,2,"$58,750 "
111,Cosmos Granite (East),Developer,2,"$58,954 "
162,Keytroller,Application Developer,2,"$59,093 "
78,Vision Technology Solutions,Software Test Engineer,2,"$59,925 "
109,Aegis Company,Developer,2,"$60,000 "
109,Objectnet Technologies,Developer,2,"$60,000 "
128,Kyra Solutions (Fka: Kyra Infotech),Computer Programmer Analyst,2,"$60,000 "
128,Sun Power Consulting,Computer Programmer Analyst,2,"$60,000 "
159,Load Delivered Logistics,Application Developer,2,"$60,000 "
159,Pollux Consultancy Services,Application Developer,2,"$60,000 "
145,Big Spaceship,Programmer/Analyst,2,"$60,000 "
145,Mortgage Industry Advisory,Programmer/Analyst,2,"$60,000 "
145,Dumac,Programmer/Analyst,2,"$60,000 "
145,Competition Dynamics,Programmer/Analyst,2,"$60,000 "
145,Optimedia International Us,Programmer/Analyst,2,"$60,000 "
145,Topright,Programmer/Analyst,2,"$60,000 "
77,Piezos Technology Solutions,Software Test Engineer,2,"$60,000 "
188,Iqr Consulting,Data Analyst,2,"$60,000 "
188,Arcsoft,Data Analyst,2,"$60,000 "
188,Procure Professionals It,Data Analyst,2,"$60,000 "
188,Emetric,Data Analyst,2,"$60,000 "
188,Ecom Infosystems,Data Analyst,2,"$60,000 "
186,Giact Systems,Data Analyst,2,"$60,067 "
158,Ascedia,Application Developer,2,"$60,091 "
184,Kyro4 Solutions,Data Analyst,2,"$60,200 "
127,Accelerant Software,Computer Programmer Analyst,2,"$60,466 "
76,Capricorn Systems,Software Test Engineer,2,"$60,500 "
183,New York University School Of Medicine,Data Analyst,2,"$60,576 "
126,Pegasys Systems & Technologies,Computer Programmer Analyst,2,"$60,600 "
182,South Texas Merchants Association Cooperative,Data Analyst,2,"$60,674 "
178,Mannatech,Data Analyst,2,"$61,000 "
144,Hill Holliday,Programmer/Analyst,2,"$61,250 "
143,Fcb Worldwide,Programmer/Analyst,2,"$61,500 "
175,Columbia University,Data Analyst,2,"$61,829 "
142,Great Lakes Behavioral Research Institute,Programmer/Analyst,2,"$62,000 "
172,Seo Towncenter,Data Analyst,2,"$62,000 "
172,Randstad General Partner (Us),Data Analyst,2,"$62,000 "
108,Cmc Americas,Developer,2,"$62,400 "
107,Nqueue Billback,Developer,2,"$62,500 "
106,Acumen Solutions,Developer,2,"$62,690 "
141,Transunion,Programmer/Analyst,2,"$62,727 "
154,Excelgens,Application Developer,2,"$63,000 "
168,Carter Enterprises,Data Analyst,2,"$63,000 "
74,Srs Teksoft,Software Test Engineer,2,"$63,228 "
167,Satnam Technologies,Data Analyst,2,"$63,440 "
153,Arke Tech,Application Developer,2,"$64,000 "
164,Automotivemastermind,Data Analyst,2,"$64,000 "
123,Jam,Computer Programmer Analyst,2,"$64,250 "
139,Ess Analysis,Programmer/Analyst,2,"$64,500 "
120,Orbis,Computer Programmer Analyst,2,"$65,000 "
152,Archents,Application Developer,2,"$65,000 "
136,Health Dialog Services,Programmer/Analyst,2,"$65,000 "
136,Alvarez & Marsal Executive Compensation & Benefits,Programmer/Analyst,2,"$65,000 "
136,Onperm Solution Partners,Programmer/Analyst,2,"$65,000 "
225,First Object,Qa Analyst,2,"$65,000 "
160,Big Apple Infotech,Data Analyst,2,"$65,000 "
160,Sagatianz,Data Analyst,2,"$65,000 "
160,Bandwidth.Com,Data Analyst,2,"$65,000 "
159,Novedea Systems,Data Analyst,2,"$65,042 "
135,Hap Investments,Programmer/Analyst,2,"$65,187 "
223,Ec Infosystems,Qa Analyst,2,"$65,293 "
222,Tiruven,Qa Analyst,2,"$65,400 "
150,Jupiter Software Solutions,Application Developer,2,"$65,500 "
220,Trinuc,Qa Analyst,2,"$65,500 "
71,Congruent Solutions,Software Test Engineer,2,"$65,770 "
134,Cicc Us Securities,Programmer/Analyst,2,"$66,000 "
217,Charvi Information Technologies,Qa Analyst,2,"$66,000 "
158,Hr Pundits,Data Analyst,2,"$66,000 "
157,United Bus Technology,Data Analyst,2,"$66,238 "
118,Devcare Solutions,Computer Programmer Analyst,2,"$66,250 "
155,"Centraprise,",Data Analyst,2,"$66,500 "
147,Health Solutions Plus,Application Developer,2,"$66,611 "
103,Wiz Tech,Developer,2,"$66,762 "
69,Beyondsoft Consulting,Software Test Engineer,2,"$66,768 "
68,Compunetix,Software Test Engineer,2,"$66,826 "
146,Eskribe,Application Developer,2,"$66,997 "
133,Cg42,Programmer/Analyst,2,"$67,000 "
216,I-digital,Qa Analyst,2,"$67,000 "
154,Fidelity Brokerage Services,Data Analyst,2,"$67,008 "
215,Reliance Global Services,Qa Analyst,2,"$67,222 "
211,Maven,Qa Analyst,2,"$67,500 "
211,Randel Solutions,Qa Analyst,2,"$67,500 "
117,Streebo,Computer Programmer Analyst,2,"$67,765 "
131,Fx Direct Dealer,Programmer/Analyst,2,"$68,000 "
131,Hr&A Advisors,Programmer/Analyst,2,"$68,000 "
130,Mufg Union Bank,Programmer/Analyst,2,"$68,250 "
129,"Goldman Sachs Realty Management, L.P.",Programmer/Analyst,2,"$68,300 "
207,Consult America,Qa Analyst,2,"$68,500 "
66,Srishti I2i Biz Solutions,Software Test Engineer,2,"$68,532 "
145,Sarla Technologies Usa (f/k/a Synapse Systems),Application Developer,2,"$68,760 "
115,Gunjan Cutting Edge Solutions,Computer Programmer Analyst,2,"$68,945 "
102,Neelinfo,Developer,2,"$69,000 "
128,Resource Recycling Systems,Programmer/Analyst,2,"$69,000 "
143,Ps Technology,Application Developer,2,"$69,210 "
64,West Publishing,Software Test Engineer,2,"$69,315 "
150,Graphics Atlanta,Data Analyst,2,"$69,525 "
142,Aetna Life Insurance Company,Application Developer,2,"$69,839 "
98,Slane Capital,Developer,2,"$70,000 "
98,Initian,Developer,2,"$70,000 "
114,Protos It,Computer Programmer Analyst,2,"$70,000 "
123,Maguire Associates,Programmer/Analyst,2,"$70,000 "
123,"Banco Espirito Santo De Investimento, S.A.",Programmer/Analyst,2,"$70,000 "
123,Capm,Programmer/Analyst,2,"$70,000 "
201,Abab Solutions,Qa Analyst,2,"$70,000 "
201,Covetit,Qa Analyst,2,"$70,000 "
201,Sureit Solutions,Qa Analyst,2,"$70,000 "
201,I.T Software Solutions,Qa Analyst,2,"$70,000 "
61,Sycle,Software Test Engineer,2,"$70,000 "
61,Cienet Technologies,Software Test Engineer,2,"$70,000 "
148,Inmoment,Data Analyst,2,"$70,000 "
148,Logicatech,Data Analyst,2,"$70,000 "
97,4consulting,Developer,2,"$70,200 "
200,Sahi Softtech,Qa Analyst,2,"$70,250 "
147,Unikrn,Data Analyst,2,"$70,250 "
199,Int Technologies,Qa Analyst,2,"$70,470 "
146,Aids Healthcare Foundation,Data Analyst,2,"$70,500 "
140,Cr Technologies,Application Developer,2,"$71,000 "
122,Manhattan Associates,Programmer/Analyst,2,"$71,000 "
142,Enternet Business Systems,Data Analyst,2,"$71,000 "
112,Zenosys,Computer Programmer Analyst,2,"$71,300 "
139,Nmsi,Application Developer,2,"$71,479 "
121,Aon Consulting,Programmer/Analyst,2,"$71,600 "
137,Canopy One Solutions,Application Developer,2,"$71,750 "
197,Meridian Technologies,Qa Analyst,2,"$71,760 "
196,Prudent Technologies & Consulting,Qa Analyst,2,"$71,939 "
136,Iq Spectra,Application Developer,2,"$72,000 "
60,Artech Information Systems,Software Test Engineer,2,"$72,000 "
134,Libertycom,Application Developer,2,"$72,500 "
195,Iconsoft,Qa Analyst,2,"$72,500 "
119,Sunrise Brokers,Programmer/Analyst,2,"$72,594 "
140,Ascend Analytics,Data Analyst,2,"$72,606 "
139,Hih,Data Analyst,2,"$73,310 "
118,Colony Advisors,Programmer/Analyst,2,"$73,500 "
58,Endpoint Clinical,Software Test Engineer,2,"$73,500 "
117,Rbs Securities,Programmer/Analyst,2,"$73,750 "
57,Preh,Software Test Engineer,2,"$73,885 "
192,Netvision Resources,Qa Analyst,2,"$74,000 "
111,Technamo,Computer Programmer Analyst,2,"$74,150 "
94,Triveni Group,Developer,2,"$75,000 "
108,Tekplant,Computer Programmer Analyst,2,"$75,000 "
108,Milky-iway Technologies,Computer Programmer Analyst,2,"$75,000 "
108,Kriddha Technologies,Computer Programmer Analyst,2,"$75,000 "
129,Revealit Solutions,Application Developer,2,"$75,000 "
129,Sci It Solutions Pvt.,Application Developer,2,"$75,000 "
129,Talentreef,Application Developer,2,"$75,000 "
113,Atlas Advisors,Programmer/Analyst,2,"$75,000 "
113,Communications Media Advisors,Programmer/Analyst,2,"$75,000 "
113,Brown Brothers Harriman,Programmer/Analyst,2,"$75,000 "
189,IT Force,Qa Analyst,2,"$75,000 "
135,Pdr Equity,Data Analyst,2,"$75,000 "
135,Sriven Infosys,Data Analyst,2,"$75,000 "
135,The Oakleaf Group,Data Analyst,2,"$75,000 "
112,Hentschel & Company,Programmer/Analyst,2,"$75,094 "
187,Relic Solutions LLC,Qa Analyst,2,"$76,000 "
132,Suntrust Banks,Data Analyst,2,"$76,000 "
132,"Yu Certified Public Accountant, Pc",Data Analyst,2,"$76,000 "
111,Blue Labs,Programmer/Analyst,2,"$76,200 "
127,Unicon International,Application Developer,2,"$76,222 "
186,Intercontinental Exchange Holdings,Qa Analyst,2,"$76,250 "
185,Agile Consulting,Qa Analyst,2,"$76,380 "
110,Txu Energy Retail Company,Programmer/Analyst,2,"$76,600 "
107,Yzenx,Computer Programmer Analyst,2,"$76,681 "
184,Ricefw Technologies,Qa Analyst,2,"$76,763 "
131,Cognate,Data Analyst,2,"$77,000 "
109,84.51,Programmer/Analyst,2,"$77,250 "
126,American Consulting Solutions,Application Developer,2,"$77,500 "
108,"Oak Hill Advisors, L.P.",Programmer/Analyst,2,"$77,500 "
182,Dfuse Technologies,Qa Analyst,2,"$77,938 "
125,Exa Ag America,Application Developer,2,"$78,000 "
56,Easi,Software Test Engineer,2,"$78,000 "
122,First Data Merchant Services,Application Developer,2,"$78,500 "
122,Medixsoft,Application Developer,2,"$78,500 "
107,Btmu Leasing & Finance,Programmer/Analyst,2,"$78,750 "
179,U.S.Interactive ( Delaware),Qa Analyst,2,"$79,030 "
93,Kavi Software,Developer,2,"$79,375 "
178,World Class Workforce,Qa Analyst,2,"$79,404 "
224,Infometry,Java Developer,2,"$79,498 "
128,Redfin,Data Analyst,2,"$79,694 "
91,Entmatrix,Developer,2,"$80,000 "
104,Strategism,Computer Programmer Analyst,2,"$80,000 "
218,Itviews,Java Developer,2,"$80,000 "
218,Utc Associates,Java Developer,2,"$80,000 "
218,Trusted Tech Solutions,Java Developer,2,"$80,000 "
218,Schoeneckers,Java Developer,2,"$80,000 "
177,S2 It Group,Qa Analyst,2,"$80,000 "
55,Medrio,Software Test Engineer,2,"$80,000 "
125,Orchard App,Data Analyst,2,"$80,000 "
217,Rcr Technology,Java Developer,2,"$80,500 "
118,Independent Health Association,Application Developer,2,"$81,093 "
105,Nomura Securities International,Programmer/Analyst,2,"$81,250 "
215,Vinsys Information Technology,Java Developer,2,"$82,000 "
215,Izeal,Java Developer,2,"$82,000 "
214,Infolob Solutions,Java Developer,2,"$82,420 "
212,Jsmn International,Java Developer,2,"$82,500 "
212,Ignite Management Consultants,Java Developer,2,"$82,500 "
52,Measured Search,Software Test Engineer,2,"$82,500 "
123,Red Beacon,Data Analyst,2,"$82,639 "
176,Trinity Consulting,Qa Analyst,2,"$83,015 "
175,Openlink Financial,Qa Analyst,2,"$83,043 "
104,Allant Group,Programmer/Analyst,2,"$83,333 "
103,The Npd Group,Programmer/Analyst,2,"$83,349 "
174,Ready Analytics,Qa Analyst,2,"$83,500 "
122,Cs Technologies,Data Analyst,2,"$83,725 "
90,Galaxe.Solutions,Developer,2,"$83,741 "
89,Ebix,Developer,2,"$84,500 "
88,Kedlin Company,Developer,2,"$84,739 "
208,Pro-Tek Consulting,Java Developer,2,"$85,000 "
208,Predica,Java Developer,2,"$85,000 "
100,Greenhill,Programmer/Analyst,2,"$85,000 "
172,Strategic It Alignment Group,Qa Analyst,2,"$85,000 "
118,C1 Consulting,Data Analyst,2,"$85,000 "
118,Abq Healthcare Partners,Data Analyst,2,"$85,000 "
118,Softsol Resources,Data Analyst,2,"$85,000 "
118,Abq Health Partners,Data Analyst,2,"$85,000 "
206,Sagarsoft,Java Developer,2,"$85,280 "
99,Motivepower,Programmer/Analyst,2,"$85,800 "
171,Sally Beauty Supply,Qa Analyst,2,"$85,965 "
116,Exsilio Consulting,Application Developer,2,"$86,000 "
170,"National Medical Care, A Fresenius Medical Care Company",Qa Analyst,2,"$86,000 "
51,Accel Bi,Software Test Engineer,2,"$86,000 "
115,Environmental Systems Research Institute (esri),Application Developer,2,"$86,135 "
50,Ibase Consulting Of Fairfield County,Software Test Engineer,2,"$86,250 "
117,Shutterstock,Data Analyst,2,"$86,250 "
49,Zf North America,Software Test Engineer,2,"$86,500 "
205,Denken Solutions,Java Developer,2,"$87,339 "
203,Datum Consulting Group,Java Developer,2,"$87,500 "
203,4sight Technologies,Java Developer,2,"$87,500 "
116,Intent Media,Data Analyst,2,"$87,500 "
114,Tesla Motors,Application Developer,2,"$88,000 "
87,Max Finkelstein,Developer,2,"$90,000 "
201,Emphasis Software Development,Java Developer,2,"$90,000 "
112,Tt Technologies,Application Developer,2,"$90,000 "
98,Hutchin Hill Capital,Programmer/Analyst,2,"$90,000 "
115,Stratapult,Data Analyst,2,"$90,000 "
86,Flow Science,Developer,2,"$90,425 "
47,Compest Solutions,Software Test Engineer,2,"$90,500 "
111,Three Sigma Software,Application Developer,2,"$90,667 "
200,Klntek,Java Developer,2,"$90,750 "
199,Atria Consulting,Java Developer,2,"$91,188 "
169,Fourth Technologies,Qa Analyst,2,"$91,250 "
198,Sitek,Java Developer,2,"$91,500 "
85,Al Jazeera International (Usa),Developer,2,"$91,671 "
83,Safeguard Properties,Developer,2,"$92,047 "
110,Southwest Business,Application Developer,2,"$92,160 "
109,Meijer Great Lakes Partnership,Application Developer,2,"$92,500 "
114,Compuga,Data Analyst,2,"$92,500 "
103,C3 Systems,Computer Programmer Analyst,2,"$92,900 "
102,Uniglobal Technologies,Computer Programmer Analyst,2,"$93,000 "
82,Lendingtreee,Developer,2,"$93,104 "
195,Apex Systems,Java Developer,2,"$94,000 "
194,C&T Information Technology Consulting,Java Developer,2,"$94,252 "
81,Sei Investments Company,Developer,2,"$95,000 "
191,Cloudpoint Systems,Java Developer,2,"$95,000 "
191,Synapse Group,Java Developer,2,"$95,000 "
106,Harland Clarke,Application Developer,2,"$95,000 "
106,Source Healthcare Analytics,Application Developer,2,"$95,000 "
97,Qatalyst Partners,Programmer/Analyst,2,"$95,000 "
96,Signpost Capital Advisors,Programmer/Analyst,2,"$95,250 "
80,Object Information Services,Developer,2,"$96,000 "
190,Globant,Java Developer,2,"$97,500 "
189,Cambia Health Solutions,Java Developer,2,"$98,137 "
188,Aroha Technologies,Java Developer,2,"$98,400 "
105,Talx,Application Developer,2,"$99,201 "
112,Dish Network,Data Analyst,2,"$99,339 "
104,Forseva,Application Developer,2,"$100,714 "
79,Sellect Commerce,Developer,2,"$101,000 "
78,Potion Design,Developer,2,"$101,200 "
77,Commonwealth Equity Services,Developer,2,"$102,500 "
109,Valtech Services,Data Analyst,2,"$103,148 "
76,First Solar,Developer,2,"$103,217 "
103,Burlington Coat Factory Warehouse,Application Developer,2,"$103,546 "
102,Cars.com ,Application Developer,2,"$103,813 "
75,Mountain Gap Solutions,Developer,2,"$105,000 "
101,Peterson  Technology Partners,Application Developer,2,"$105,960 "
100,Starbucks Coffee Company,Application Developer,2,"$106,297 "
99,Dignity Health,Application Developer,2,"$106,912 "
74,Daqri,Developer,2,"$111,350 "
185,Kardin Systems,Java Developer,2,"$112,229 "
73,Oz Management,Developer,2,"$112,500 "
72,Axioma,Developer,2,"$113,300 "
71,Atlassian,Developer,2,"$117,500 "
93,The Raine Group,Programmer/Analyst,2,"$117,500 "
106,Slack Technologies,Data Analyst,2,"$118,950 "
97,Allstate Insurance Company,Application Developer,2,"$119,217 "
96,General American Capital Partners,Application Developer,2,"$120,000 "
95,Equifax Information Technology,Application Developer,2,"$120,692 "
70,Tradeweb Markets,Developer,2,"$122,500 "
94,Cdi,Application Developer,2,"$123,500 "
92,Paloma Partners Management Company,Programmer/Analyst,2,"$125,000 "
104,National General Management Corp,Data Analyst,2,"$135,000 "
91,Elliott Management,Programmer/Analyst,2,"$137,500 "
103,Doubledutch,Data Analyst,2,"$140,000 "
92,The Matlen Silver Group,Application Developer,2,"$140,952 "
90,Miura Global Management,Programmer/Analyst,2,"$207,250 "
89,Bluemountain Capital Management,Programmer/Analyst,2,"$217,500 "
206,Itpro Software Solutions,Computer Programmer Analyst,1,"$46,000 "
207,Team Care Enterprises,Software Test Engineer,1,"$46,301 "
205,Syswise,Computer Programmer Analyst,1,"$46,842 "
204,Delta Global Services,Computer Programmer Analyst,1,"$50,000 "
206,Csi Interfusion (Fka Chinasoft International),Software Test Engineer,1,"$50,000 "
204,7thonline,Software Test Engineer,1,"$51,000 "
203,Deka Research & Development,Software Test Engineer,1,"$52,000 "
202,Blue Acorn,Software Test Engineer,1,"$52,500 "
201,Conquest Consulting,Software Test Engineer,1,"$53,000 "
200,Leapdroid,Software Test Engineer,1,"$54,059 "
202,Qpair,Computer Programmer Analyst,1,"$54,454 "
197,Comm/net,Software Test Engineer,1,"$55,000 "
197,Primoris Systems,Software Test Engineer,1,"$55,000 "
197,Midtronics,Software Test Engineer,1,"$55,000 "
196,Ascendum Solutions,Software Test Engineer,1,"$55,141 "
195,Lg Electronics Alabama,Software Test Engineer,1,"$55,848 "
194,B & C Transit,Software Test Engineer,1,"$58,760 "
193,Kyra Infotech,Computer Programmer Analyst,1,"$60,000 "
193,Mind Tech,Computer Programmer Analyst,1,"$60,000 "
193,Saiven Technologies,Computer Programmer Analyst,1,"$60,000 "
193,Vsharp Global,Computer Programmer Analyst,1,"$60,000 "
193,Attainica,Computer Programmer Analyst,1,"$60,000 "
188,Entellects,Software Test Engineer,1,"$60,000 "
188,Horizon Information Technology Solutions,Software Test Engineer,1,"$60,000 "
188,Yotta Systems,Software Test Engineer,1,"$60,000 "
188,S9 Technologies,Software Test Engineer,1,"$60,000 "
192,Alexys,Computer Programmer Analyst,1,"$60,549 "
190,Central California Foundation For Health,Computer Programmer Analyst,1,"$61,027 "
187,Geolanta Technologies,Computer Programmer Analyst,1,"$62,000 "
186,Sell By Eway,Computer Programmer Analyst,1,"$62,400 "
186,Primus Diagnostics,Software Test Engineer,1,"$62,400 "
185,Evoq Medical,Computer Programmer Analyst,1,"$63,000 "
185,Prometric,Software Test Engineer,1,"$63,000 "
183,Startekk,Computer Programmer Analyst,1,"$64,000 "
175,Visionsoft International,Computer Programmer Analyst,1,"$65,000 "
181,Lyxia,Software Test Engineer,1,"$65,000 "
181,Amtex Enterprises,Software Test Engineer,1,"$65,000 "
181,The United Solutions Group,Software Test Engineer,1,"$65,000 "
179,Pixentia,Software Test Engineer,1,"$65,100 "
176,4 G Metals,Software Test Engineer,1,"$65,770 "
174,Pegasus Knowledge Solutions,Computer Programmer Analyst,1,"$65,915 "
173,Acer Data Labs,Computer Programmer Analyst,1,"$66,000 "
174,Telecomgateway,Software Test Engineer,1,"$66,000 "
173,Gnr Systems,Software Test Engineer,1,"$66,040 "
171,Symplicity,Computer Programmer Analyst,1,"$68,000 "
171,Avenues International,Software Test Engineer,1,"$68,000 "
169,L And T Technology Services,Software Test Engineer,1,"$69,000 "
169,Belcan Engineering Group,Software Test Engineer,1,"$69,000 "
168,Voicebox Technologies,Software Test Engineer,1,"$69,300 "
167,Global Technology Associates,Software Test Engineer,1,"$69,650 "
170,Logybytes,Computer Programmer Analyst,1,"$69,680 "
164,Standav F/K/A Cadatasoft,Computer Programmer Analyst,1,"$70,000 "
162,Terawe,Software Test Engineer,1,"$70,000 "
162,Arg Solutions,Software Test Engineer,1,"$70,000 "
162,Eteam,Software Test Engineer,1,"$70,000 "
162,Rivi Consulting Group,Software Test Engineer,1,"$70,000 "
162,Document Solutions Group,Computer Programmer Analyst,1,"$71,000 "
225,Rosenblatt Securities,Developer,1,"$71,282 "
224,Talent Rover,Developer,1,"$71,466 "
160,Haws,Computer Programmer Analyst,1,"$72,000 "
160,Scalar,Computer Programmer Analyst,1,"$72,000 "
161,Barracuda Networks,Software Test Engineer,1,"$72,000 "
223,Icap Services North America,Developer,1,"$72,010 "
222,Systemguru,Developer,1,"$72,100 "
221,Logic Information Systems,Developer,1,"$72,200 "
159,Argela-Usa,Software Test Engineer,1,"$72,885 "
158,Dexcom,Software Test Engineer,1,"$72,946 "
156,Radiant Systems,Software Test Engineer,1,"$73,000 "
219,Sid Computer Group,Developer,1,"$73,923 "
218,Incrowd,Developer,1,"$74,000 "
214,Bin Insurance Holdings,Developer,1,"$75,000 "
214,Streamline Healthcare Solutions,Developer,1,"$75,000 "
214,Softstandard Solutions LLC,Developer,1,"$75,000 "
156,Intellisight,Computer Programmer Analyst,1,"$75,000 "
149,Mavensoft Technologies,Software Test Engineer,1,"$75,000 "
149,Enova Financial Holdings,Software Test Engineer,1,"$75,000 "
211,Eapt Solutions,Developer,1,"$76,000 "
211,Maestro Technologies,Developer,1,"$76,000 "
211,Peekyou,Developer,1,"$76,000 "
210,Digital Scripts,Developer,1,"$76,128 "
209,Smartwe,Developer,1,"$76,500 "
147,Beta Soft Systems,Software Test Engineer,1,"$76,960 "
208,Neobytes,Developer,1,"$77,000 "
146,Vataliya Solution Dba Vtech Solution,Software Test Engineer,1,"$77,000 "
207,Rxwiki,Developer,1,"$77,173 "
204,Commvault Americas,Developer,1,"$78,000 "
145,Mercedes-Benz Research & Development,Software Test Engineer,1,"$79,162 "
144,Vital Images,Software Test Engineer,1,"$79,163 "
202,Farelogix,Developer,1,"$79,467 "
201,Verint Systems,Developer,1,"$79,664 "
143,New England It Associates,Software Test Engineer,1,"$79,830 "
200,Office Depot,Developer,1,"$79,873 "
187,Powermylearning,Developer,1,"$80,000 "
187,Infotech Spectrum,Developer,1,"$80,000 "
187,Sv It,Developer,1,"$80,000 "
187,Tria Beauty,Developer,1,"$80,000 "
187,Aurus,Developer,1,"$80,000 "
187,Bgc Partners,Developer,1,"$80,000 "
187,Nintex Usa,Developer,1,"$80,000 "
187,Dv Trading,Developer,1,"$80,000 "
187,"National Oilwell Varco, L.P.",Developer,1,"$80,000 "
187,Vml,Developer,1,"$80,000 "
187,Lodestar Consulting,Developer,1,"$80,000 "
153,AQL Technologies,Computer Programmer Analyst,1,"$80,000 "
153,Jcomponent Technologies,Computer Programmer Analyst,1,"$80,000 "
137,Comira Solutions,Software Test Engineer,1,"$80,000 "
137,Apn,Software Test Engineer,1,"$80,000 "
137,Idc Technologies,Software Test Engineer,1,"$80,000 "
137,Ipreo Us,Software Test Engineer,1,"$80,000 "
135,Twc Administration,Software Test Engineer,1,"$80,190 "
186,Urban Science Applications,Developer,1,"$80,200 "
134,"Precor,",Software Test Engineer,1,"$80,516 "
132,Adi Worldlink,Software Test Engineer,1,"$81,500 "
131,Nci Information Systems,Software Test Engineer,1,"$82,000 "
129,"Crescent Solutions, Dba Crescent Staffing",Software Test Engineer,1,"$83,200 "
184,Indowelsh Company,Developer,1,"$84,000 "
128,Sailpoint Technologies,Software Test Engineer,1,"$84,697 "
126,Vanderhouwen & Associates ,Software Test Engineer,1,"$84,739 "
127,Spacelabs Healthcare,Software Test Engineer,1,"$84,739 "
178,Euromarket Designs (D/B/A Crate & Barrel And Cb2),Developer,1,"$85,000 "
178,Vitech Systems Group,Developer,1,"$85,000 "
178,Charlotte Metro Federal Credit Union,Developer,1,"$85,000 "
124,Calsoft Labs,Software Test Engineer,1,"$85,000 "
124,Citrix Online,Software Test Engineer,1,"$85,000 "
177,Qsi Management,Developer,1,"$85,010 "
176,Nicusa,Developer,1,"$86,005 "
123,Riverside Technical Services,Software Test Engineer,1,"$86,200 "
121,Fujitsu Network Communications,Software Test Engineer,1,"$87,300 "
172,Lanyon Solutions,Developer,1,"$88,000 "
172,Incapital,Developer,1,"$88,000 "
171,Smartit Staffing,Developer,1,"$89,440 "
151,Zen3 Info Solutions America,Computer Programmer Analyst,1,"$89,669 "
120,Adroitent,Software Test Engineer,1,"$89,856 "
119,Kelly Services,Software Test Engineer,1,"$89,918 "
167,Celerity It,Developer,1,"$90,000 "
168,Peake Software Labs,Developer,1,"$90,000 "
145,Synergy Computer Solutions,Computer Programmer Analyst,1,"$90,000 "
145,Infogain,Computer Programmer Analyst,1,"$90,000 "
145,Tvarana Software Solutions,Computer Programmer Analyst,1,"$90,000 "
145,Crystal Data,Computer Programmer Analyst,1,"$90,000 "
224,Lancesys,Application Developer,1,"$90,000 "
224,Zt Group International,Application Developer,1,"$90,000 "
221,Athyrium Capital Management,Programmer/Analyst,1,"$90,000 "
221,Avendus Capital,Programmer/Analyst,1,"$90,000 "
221,Martin Capital Management,Programmer/Analyst,1,"$90,000 "
115,Goalsr,Software Test Engineer,1,"$90,000 "
115,Mindspark Interactive Network,Software Test Engineer,1,"$90,000 "
114,Fulcrum Technologies,Software Test Engineer,1,"$90,327 "
166,Insight North America,Developer,1,"$90,948 "
165,Creative Licence Digital,Developer,1,"$91,000 "
220,Weiss Asset Management,Programmer/Analyst,1,"$91,000 "
113,Allegion Plc,Software Test Engineer,1,"$91,107 "
223,Innerworkings,Application Developer,1,"$91,494 "
163,Homesite Group,Developer,1,"$92,000 "
112,Yee Enterprise Solutions,Software Test Engineer,1,"$92,000 "
219,American Psychological Association,Application Developer,1,"$92,100 "
218,Highbridge Capital Management,Application Developer,1,"$92,500 "
217,National Committee For Quality Assurance,Application Developer,1,"$92,703 "
215,Blue Software,Application Developer,1,"$93,000 "
215,Cdw Technologies,Application Developer,1,"$93,000 "
218,Sierra Ventures Management Ii,Programmer/Analyst,1,"$93,000 "
162,Epis,Developer,1,"$93,390 "
161,Networqx,Developer,1,"$93,600 "
213,Bank Of The West,Application Developer,1,"$94,050 "
217,Perella Weinberg Partners Group,Programmer/Analyst,1,"$94,333 "
211,Talx Ucm Services,Application Developer,1,"$94,500 "
211,Vanderbilt University,Application Developer,1,"$94,500 "
158,Twentyseven Enterprises,Developer,1,"$95,000 "
158,Jackson Lewis P.C.,Developer,1,"$95,000 "
158,Corax Cyber Security,Developer,1,"$95,000 "
